DTXSID,CASRN,PREFERRED NAME,MOLECULAR_FORMULA,MONOISOTOPIC MASS,AVERAGE_MASS,SMILES,ToxCast Active,ToxCast Total,% ToxCast Active,HIT CALL
DTXSID5041809,100-88-9,Cyclamic acid,C6H13NO3S,179.061614,179.23,OS(=O)(=O)NC1CCCCC1,2,318,1,Inactive
DTXSID5041772,71422-67-8,Chlorfluazuron,C20H9Cl3F5N3O3,538.962965,540.65,FC1=CC=CC(F)=C1C(=O)NC(=O)NC1=CC(Cl)=C(OC2=NC=C(C=C2Cl)C(F)(F)F)C(Cl)=C1,44,319,14,Inactive
DTXSID5042326,163702-08-7,Perfluoroisobutyl methyl ether,C5H3F9O,250.004018,250.064,COC(F)(F)C(F)(C(F)(F)F)C(F)(F)F,0,100,0,Inactive
DTXSID5042249,637-03-6,Phenylarsine oxide,C6H5AsO,167.955635,168.027,O=[As]C1=CC=CC=C1,177,322,55,Inactive
DTXSID5042299,99-89-8,4-Isopropylphenol,C9H12O,136.088815,136.194,CC(C)C1=CC=C(O)C=C1,15,353,4,Inactive
DTXSID5042451,6012-97-1,Tetrachlorothiophene,C4Cl4S,219.847482,221.9,ClC1=C(Cl)C(Cl)=C(Cl)S1,0,316,0,Inactive
DTXSID5042459,1155-74-4,Tetradecylpyridinium bromide,C19H34BrN,355.187463,356.392,[Br-].CCCCCCCCCCCCCC[N+]1=CC=CC=C1,147,319,46,Inactive
DTXSID5042243,110-25-8,Oleyl sarcosine,C21H39NO3,353.292994,353.547,CCCCCCCC\C=C/CCCCCCCC(=O)N(C)CC(O)=O,97,375,26,Inactive
DTXSID5042083,58769-20-3,Kadethrin,C23H24O4S,396.13953,396.5,CC1(C)[C@H](\C=C2/CCSC2=O)[C@@H]1C(=O)OCC1=COC(CC2=CC=CC=C2)=C1,60,316,19,Inactive
DTXSID5041803,7681-65-4,Copper(I) iodide,CuI,189.83407,190.45,[Cu+].[I-],16,318,5,Inactive
DTXSID5044154,1656-48-0,"2,2'-Dicyanodiethyl ether",C6H8N2O,124.063663,124.143,N#CCCOCCC#N,2,195,1,Inactive
DTXSID50441560,132424-36-3,"Methyl 2H,2H,3H,3H-perfluoroheptanoate",C8H7F9O2,306.030233,306.128,COC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4,251,2,Inactive
DTXSID5044233,23128-74-7,Antioxidant 1098,C40H64N2O4,636.486609,636.962,CC(C)(C)C1=CC(CCC(=O)NCCCCCCNC(=O)CCC2=CC(=C(O)C(=C2)C(C)(C)C)C(C)(C)C)=CC(=C1O)C(C)(C)C,23,315,7,Inactive
DTXSID5044360,106-21-8,"3,7-Dimethyloctan-1-ol",C10H22O,158.167065,158.285,CC(C)CCCC(C)CCO,63,428,15,Inactive
DTXSID5044316,6192-52-5,4-Methylbenzenesulfonic acid hydrate,C7H10O4S,190.02998,190.21,O.CC1=CC=C(C=C1)S(O)(=O)=O,0,318,0,Inactive
DTXSID5044362,108-55-4,Glutaric anhydride,C5H6O3,114.031694,114.1,O=C1CCCC(=O)O1,2,321,1,Inactive
DTXSID5044441,552-45-4,1-(Chloromethyl)-2-methylbenzene,C8H9Cl,140.039278,140.61,CC1=CC=CC=C1CCl,0,319,0,Inactive
DTXSID5044493,23779-32-0,1-[3-(Triethoxysilyl)propyl]urea,C10H24N2O4Si,264.150534,264.397,CCO[Si](CCCNC(N)=O)(OCC)OCC,2,575,0,Inactive
DTXSID5044443,56375-79-2,"N,N-Dibutyl-N-methylbutan-1-aminium chloride",C13H30ClN,235.206678,235.84,[Cl-].CCCC[N+](C)(CCCC)CCCC,2,349,1,Inactive
DTXSID5044495,5471-51-2,4-(4-Hydroxyphenyl)butan-2-one,C10H12O2,164.08373,164.204,CC(=O)CCC1=CC=C(O)C=C1,1,323,0,Inactive
DTXSID5044522,1187-03-7,Tetraethylurea,C9H20N2O,172.157563,172.272,CCN(CC)C(=O)N(CC)CC,2,426,0,Inactive
DTXSID5044445,589-15-1,4-Bromobenzyl bromide,C7H6Br2,247.883626,249.933,BrCC1=CC=C(Br)C=C1,1,316,0,Inactive
DTXSID5044366,1119-94-4,Dodecyltrimethylammonium bromide,C15H34BrN,307.187463,308.348,[Br-].CCCCCCCCCCCC[N+](C)(C)C,101,319,32,Inactive
DTXSID5044368,112-16-3,Dodecanoyl chloride,C12H23ClO,218.143743,218.77,CCCCCCCCCCCC(Cl)=O,19,194,10,Inactive
DTXSID5044447,591-31-1,3-Methoxybenzaldehyde,C8H8O2,136.052429,136.15,COC1=CC=CC(C=O)=C1,1,322,0,Inactive
DTXSID5044364,110-52-1,"1,4-Dibromobutane",C4H8Br2,213.899276,215.916,BrCCCCBr,3,325,1,Inactive
DTXSID5044520,1176-74-5,Tetrabromophenolphthalein ethyl ester,C22H14Br4O4,657.762561,661.966,CCOC(=O)C1=C(C=CC=C1)C(C1=CC(Br)=C(O)C(Br)=C1)=C1C=C(Br)C(=O)C(Br)=C1,171,454,38,Active
DTXSID5044570,5700-49-2,"1,2-Ethanediamine dihydroiodide",C2H10I2N2,315.89334,315.925,I.I.NCCN,6,347,2,Inactive
DTXSID5044572,647-42-7,Fluorotelomer alcohol 6:2,C8H5F13O,364.013281,364.106,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,54,673,8,Inactive
DTXSID5044574,68039-49-6,"2,4-Dimethyl-3-cyclohexene-1-carboxaldehyde",C9H14O,138.104465,138.21,CC1C=C(C)CCC1C=O,5,318,2,Inactive
DTXSID5044526,122-82-7,N-(4-Ethoxyphenyl)-3-oxobutanamide,C12H15NO3,221.105193,221.256,CCOC1=CC=C(NC(=O)CC(C)=O)C=C1,6,322,2,Inactive
DTXSID5044578,827-19-0,"Sodium 2,5-dimethylbenzenesulfonate",C8H9NaO3S,208.01701,208.21,[Na+].CC1=CC=C(C)C(=C1)S([O-])(=O)=O,2,344,1,Inactive
DTXSID5044528,125-13-3,Oxyphenisatin,C20H15NO3,317.105193,317.344,OC1=CC=C(C=C1)C1(C(=O)NC2=CC=CC=C12)C1=CC=C(O)C=C1,97,319,30,Active
DTXSID5044576,77-89-4,"Citric acid, triethyl ester, acetate",C14H22O8,318.131468,318.322,CCOC(=O)CC(CC(=O)OCC)(OC(C)=O)C(=O)OCC,10,575,2,Inactive
DTXSID5044607,17696-61-6,sec-Butylparaben,C11H14O3,194.094294,194.23,CCC(C)OC(=O)C1=CC=C(O)C=C1,44,319,14,Inactive
DTXSID5044815,2917-73-9,Dibutyl azelate,C17H32O4,300.23006,300.439,CCCCOC(=O)CCCCCCCC(=O)OCCCC,4,462,1,Inactive
DTXSID5044605,17354-14-2,"1,4-Bis(butylamino)anthracene-9,10-dione",C22H26N2O2,350.199428,350.462,CCCCNC1=CC=C(NCCCC)C2=C1C(=O)C1=C(C=CC=C1)C2=O,16,311,5,Inactive
DTXSID5044863,18835-02-4,Ethyl 3-acetyl-4-oxopentanoate,C9H14O4,186.089209,186.207,CCOC(=O)CC(C(C)=O)C(C)=O,0,316,0,Inactive
DTXSID5044817,3407-42-9,Isobornyl cyclohexanol,C16H28O,236.214016,236.399,CC1C2CC(CC2C2CCCC(O)C2)C1(C)C,77,321,24,Inactive
DTXSID5044865,18924-66-8,"2,2'-(Tetradecylimino)diethanol",C18H39NO2,301.298079,301.515,CCCCCCCCCCCCCCN(CCO)CCO,149,368,40,Inactive
DTXSID5044869,2057-49-0,4-(3-Phenylpropyl)pyridine,C14H15N,197.120449,197.281,C(CC1=CC=CC=C1)CC1=CC=NC=C1,37,316,12,Inactive
DTXSID5044782,116-81-4,"1-Amino-4-bromo-9,10-dioxo-9,10-dihydroanthracene-2-sulfonic acid",C14H8BrNO5S,380.930657,382.18,NC1=C(C=C(Br)C2=C1C(=O)C1=C(C=CC=C1)C2=O)S(O)(=O)=O,44,316,14,Inactive
DTXSID5044992,79-74-3,"2,5-Bis(2-methylbutan-2-yl)benzene-1,4-diol",C16H26O2,250.19328,250.382,CCC(C)(C)C1=CC(O)=C(C=C1O)C(C)(C)CC,106,321,33,Active
DTXSID5044994,84-51-5,2-Ethylanthraquinone,C16H12O2,236.08373,236.27,CCC1=CC2=C(C=C1)C(=O)C1=C(C=CC=C1)C2=O,23,318,7,Active
DTXSID5044786,119313-12-1,2-Benzyl-2-(dimethylamino)-1-[4-(morpholin-4-yl)phenyl]butan-1-one,C23H30N2O2,366.230728,366.505,CCC(CC1=CC=CC=C1)(N(C)C)C(=O)C1=CC=C(C=C1)N1CCOCC1,57,321,18,Inactive
DTXSID5044788,120-18-3,Naphthalene-2-sulfonic acid,C10H8O3S,208.019415,208.23,OS(=O)(=O)C1=CC2=C(C=CC=C2)C=C1,13,348,4,Inactive
DTXSID5044784,1189-08-8,1-Methyltrimethylene dimethacrylate,C12H18O4,226.120509,226.272,CC(CCOC(=O)C(C)=C)OC(=O)C(C)=C,5,347,1,Inactive
DTXSID5044996,873-94-9,"3,3,5-Trimethylcyclohexanone",C9H16O,140.120115,140.226,CC1CC(=O)CC(C)(C)C1,0,318,0,Inactive
DTXSID5044948,51282-49-6,Methyl 5-chloro-2-nitrobenzoate,C8H6ClNO4,214.998535,215.59,COC(=O)C1=C(C=CC(Cl)=C1)[N+]([O-])=O,3,316,1,Inactive
DTXSID5044998,88485-37-4,Fluxofenim,C12H11ClF3NO3,309.037955,309.67,FC(F)(F)C(=NOCC1OCCO1)C1=CC=C(Cl)C=C1,8,318,3,Inactive
DTXSID5046516,333-36-8,Flurothyl,C4H4F6O,182.016634,182.065,FC(F)(F)COCC(F)(F)F,0,178,0,Inactive
DTXSID5046801,108612-45-9,Mizolastine,C24H25FN6O,432.207388,432.503,CN(C1CCN(CC1)C1=NC2=C(C=CC=C2)N1CC1=CC=C(F)C=C1)C1=NC=CC(=O)N1,25,440,6,Inactive
DTXSID50469320,41997-13-1,Perfluorohexanesulfonamide,C6H2F13NO2S,398.959866,399.13,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,61,234,26,Inactive
DTXSID5047037,335104-84-2,Tembotrione,C17H16ClF3O6S,440.030822,440.81,CS(=O)(=O)C1=C(COCC(F)(F)F)C(Cl)=C(C=C1)C(=O)C1C(=O)CCCC1=O,4,390,1,Inactive
DTXSID5047081,1728-46-7,2-tert-Butylcyclohexanone,C10H18O,154.135765,154.253,CC(C)(C)C1CCCCC1=O,4,318,1,Inactive
DTXSID5047031,620-40-6,Tribenzylamine,C21H21N,287.1674,287.406,C(N(CC1=CC=CC=C1)CC1=CC=CC=C1)C1=CC=CC=C1,20,318,6,Inactive
DTXSID5047033,17465-86-0,gamma-Cyclodextrin,C48H80O40,1296.422587,1297.128,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@@H]8[C@@H](CO)O[C@H](O[C@@H]9[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]9O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,2,349,1,Inactive
DTXSID5047160,1118-27-0,Linalyl isovalerate,C15H26O2,238.19328,238.371,CC(C)CC(=O)OC(C)(CCC=C(C)C)C=C,13,321,4,Inactive
DTXSID5047116,89-79-2,(-)-Isopulegol,C10H18O,154.135765,154.253,C[C@@H]1CC[C@H]([C@H](O)C1)C(C)=C,1,321,0,Inactive
DTXSID5047087,606-45-1,Methyl 2-methoxybenzoate,C9H10O3,166.062994,166.176,COC(=O)C1=C(OC)C=CC=C1,1,318,0,Inactive
DTXSID5047112,3282-73-3,Didodecyldimethylammonium bromide,C26H56BrN,461.359614,462.645,[Br-].CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC,160,319,50,Inactive
DTXSID5047166,104-20-1,4-(4-Methoxyphenyl)-2-butanone,C11H14O2,178.09938,178.231,COC1=CC=C(CCC(C)=O)C=C1,0,318,0,Inactive
DTXSID5047083,623-42-7,Methyl butyrate,C5H10O2,102.06808,102.133,CCCC(=O)OC,0,316,0,Inactive
DTXSID5047164,698-76-0,delta-Octanolactone,C8H14O2,142.09938,142.198,CCCC1CCCC(=O)O1,4,318,1,Inactive
DTXSID5047297,134002-60-1,CP-085958,C25H20FNO5S,465.104622,465.5,O[C@@H]1[C@H](CC2=CC=CC(=C2)C(O)=O)COC2=C1C=C(OCC1=NC3=C(S1)C=CC(F)=C3)C=C2,77,590,13,Inactive
DTXSID5047249,221246-12-4,Fandosentan potassium salt,C25H17F3KNO6S,555.036574,555.57,[K+].CCC1=CC(=CC2=C1OCO2)C1=C(N(C2=CC=CC=C2C(F)(F)F)S(=O)(=O)C2=C1C=CC=C2)C([O-])=O,146,625,23,Inactive
DTXSID5047291,NOCAS_47291,CI-1044,C23H19N5O2,397.153875,397.438,NC1=CC2=C3N(CCC3=C1)C(=O)[C@H](NC(=O)C1=CC=CN=C1)N=C2C1=CC=CC=C1,45,601,7,Inactive
DTXSID5047320,180084-01-9,SB236057A,C33H35ClN4O3,570.239769,571.12,Cl.CCN1CCC2(COC3=C2C=C2N(CCC2=C3)C(=O)C2=CC=C(C=C2)C2=CC=C(C=C2C)C2=NN=C(C)O2)CC1,361,663,54,Inactive
DTXSID5047295,291305-06-1,UK-373911,C17H18Cl2N2O2S,384.046604,385.3,CN[C@H]1CC[C@@H](C2=CC=C(Cl)C(Cl)=C2)C2=CC=C(C=C12)S(N)(=O)=O,276,608,45,Inactive
DTXSID5047299,NOCAS_47299,CP-422935,C26H38N2O4S,474.255229,474.66,CS(O)(=O)=O.CCOC1=CC=CC(=C1)[C@]1(CC[C@H](C)CC1)N1CCN(CC1)C1=CC=CC=C1,15,600,3,Inactive
DTXSID5047328,NOCAS_47328,"Potassium 5-carbamoyl-3-[5'-fluoro-2'-(2,2,3,3,3-pentafluoropropoxy)-3-biphenylyl]-1,2,4-triazol-1-ide hydrate (1:1:1)",C18H13F6KN4O3,486.052891,486.416,O.[K+].NC(=O)C1=NC(=N[N-]1)C1=CC=CC(=C1)C1=CC(F)=CC=C1OCC(F)(F)C(F)(F)F,295,622,47,Active
DTXSID5047322,200940-23-4,SB243213A,C22H20ClF3N4O2,464.122688,464.87,Cl.CC1=CC2=C(C=C1C(F)(F)F)N(CC2)C(=O)NC1=CC=C(OC2=CC=CN=C2C)N=C1,168,623,27,Inactive
DTXSID5047324,219790-72-4,SB281832,C22H19FN4O3,406.144119,406.417,OCC(CO)N1C=NC(=C1C1=CC=NC(OC2=CC=CC=C2)=N1)C1=CC=C(F)C=C1,64,588,11,Inactive
DTXSID5047372,478263-98-8,AVE3295,C25H21FN3NaO3S,485.118535,485.51,[Na+].CC[C@H](NC(=O)C1=C([N-]S(=O)(=O)C2=CC=CC3=CC=CN=C23)C=CC(F)=C1)C1=CC=CC=C1,92,600,15,Inactive
DTXSID5047451,6359-82-6,"C.I. Acid Yellow 11, sodium salt",C16H13N4NaO4S,380.05552,380.35,[Na+].CC1=NN(C(=O)C1N=NC1=CC=CC=C1)C1=CC=C(C=C1)S([O-])(=O)=O,27,359,8,Inactive
DTXSID5047611,105-21-5,gamma-Heptalactone,C7H12O2,128.08373,128.171,CCCC1CCC(=O)O1,1,349,0,Inactive
DTXSID5047617,1076-56-8,2-Isopropyl-5-methylanisole,C11H16O,164.120115,164.248,COC1=CC(C)=CC=C1C(C)C,1,318,0,Inactive
DTXSID5047538,6624-73-3,"Pentane-1,5-diyl dibenzoate",C19H20O4,312.136159,312.365,O=C(OCCCCCOC(=O)C1=CC=CC=C1)C1=CC=CC=C1,82,623,13,Inactive
DTXSID5047582,2445-76-3,Hexyl propanoate,C9H18O2,158.13068,158.241,CCCCCCOC(=O)CC,1,318,0,Inactive
DTXSID5047584,6290-37-5,2-Phenylethyl hexanoate,C14H20O2,220.14633,220.312,CCCCCC(=O)OCCC1=CC=CC=C1,2,318,1,Inactive
DTXSID5047374,477706-73-3,SSR161421,C25H20N4O2,408.158626,408.461,COC1=CC=C(C=C1)C(=O)NC1=NC2=C(C=CC=C2)C(NCC2=CC=CC=C2)=C1C#N,150,586,26,Inactive
DTXSID5047376,648917-13-9,AVE2865,C20H17ClF3N3O4,455.085968,455.82,OC(=O)C1CCN(CC1)C1=C(NC(=O)NC(=O)C2=CC(F)=C(F)C=C2Cl)C=C(F)C=C1,20,575,3,Inactive
DTXSID5047405,141-16-2,Citronellyl butyrate,C14H26O2,226.19328,226.36,CCCC(=O)OCCC(C)CCC=C(C)C,9,318,3,Inactive
DTXSID5047667,22629-49-8,2-Tridecenenitrile,C13H23N,193.18305,193.334,CCCCCCCCCCC=CC#N,11,318,3,Inactive
DTXSID5047879,117-99-7,2-Hydroxybenzophenone,C13H10O2,198.06808,198.221,OC1=CC=CC=C1C(=O)C1=CC=CC=C1,29,344,8,Inactive
DTXSID5048180,2696-84-6,4-Propylaniline,C9H13N,135.104799,135.21,CCCC1=CC=C(N)C=C1,4,347,1,Inactive
DTXSID5048184,2919-66-6,Melengestrol acetate,C25H32O4,396.23006,396.527,CC(=O)O[C@]1(C(C)=O)C(=C)C[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,78,394,20,Inactive
DTXSID5048211,94-08-6,Ethyl 4-methylbenzoate,C10H12O2,164.08373,164.204,CCOC(=O)C1=CC=C(C)C=C1,2,346,1,Inactive
DTXSID5048186,67-30-1,Tetrac,C14H8I4O4,747.66014,747.832,OC(=O)CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1,273,735,37,Inactive
DTXSID5048182,712-50-5,Cyclohexylphenylketone,C13H16O,188.120115,188.27,O=C(C1CCCCC1)C1=CC=CC=C1,24,597,4,Inactive
DTXSID5048506,588941-45-1,PharmaGSID_48506,C19H22ClN3O3S,407.10704,407.91,CS(=O)(=O)C1=CC=C(C=C1Cl)[C@@H](CC1CCCC1)C(=O)NC1=NC=CN=C1,153,594,26,Inactive
DTXSID5048188,106-45-6,4-Thiocresol,C7H8S,124.034671,124.2,CC1=CC=C(S)C=C1,26,346,8,Active
DTXSID5049073,212141-51-0,Vatalanib dihydrochloride,C20H17Cl3N4,418.05188,419.73,Cl.Cl.ClC1=CC=C(NC2=C3C=CC=CC3=C(CC3=CC=NC=C3)N=N2)C=C1,54,293,18,Inactive
DTXSID5049075,192939-46-1,Ximelagatran,C24H35N5O5,473.263819,473.574,CCOC(=O)CN[C@H](C1CCCCC1)C(=O)N1CC[C@H]1C(=O)NCC1=CC=C(C=C1)C(\N)=N\O,4,272,1,Inactive
DTXSID5051575,111-34-2,Butyl vinyl ether,C6H12O,100.088815,100.161,CCCCOC=C,2,209,1,Inactive
DTXSID5051650,13080-86-9,"4,4'-(Isopropylidenebis(4,1-phenyleneoxy))dianiline",C27H26N2O2,410.199428,410.517,CC(C)(C1=CC=C(OC2=CC=C(N)C=C2)C=C1)C1=CC=C(OC2=CC=C(N)C=C2)C=C1,59,210,28,Inactive
DTXSID5051999,31482-56-1,C.I. Disperse Orange 25,C17H17N5O2,323.138225,323.356,CCN(CCC#N)C1=CC=C(C=C1)N=NC1=CC=C(C=C1)[N+]([O-])=O,5,198,3,Inactive
DTXSID5052250,5888-33-5,Isobornyl acrylate,C13H20O2,208.14633,208.301,CC1(C)[C@H]2CC[C@]1(C)[C@H](C2)OC(=O)C=C,17,196,9,Inactive
DTXSID5052254,591-22-0,"3,5-Dimethylpyridine",C7H9N,107.073499,107.156,CC1=CC(C)=CN=C1,5,203,2,Inactive
DTXSID5052595,874-60-2,p-Toluoyl chloride,C8H7ClO,154.018542,154.59,CC1=CC=C(C=C1)C(Cl)=O,1,195,1,Inactive
DTXSID5052597,87-91-2,Diethyl L-tartrate,C8H14O6,206.079038,206.194,CCOC(=O)[C@H](O)[C@@H](O)C(=O)OCC,3,194,2,Inactive
DTXSID5051444,1571-75-1,"4,4'-(1-Phenylethylidene)bisphenol",C20H18O2,290.13068,290.362,CC(C1=CC=CC=C1)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,71,192,37,Active
DTXSID5051446,329-89-5,6-aminopyridine-3-carboxamide,C6H7N3O,137.058912,137.142,NC(=O)C1=CN=C(N)C=C1,47,234,20,Inactive
DTXSID5052620,93-02-7,"2,5-Dimethoxybenzaldehyde",C9H10O3,166.062994,166.176,COC1=CC=C(OC)C(C=O)=C1,9,196,5,Inactive
DTXSID5052460,716-79-0,2-Phenylbenzimidazole,C13H10N2,194.084398,194.237,N1C2=CC=CC=C2N=C1C1=CC=CC=C1,23,199,12,Inactive
DTXSID5052591,87-13-8,Diethyl ethoxymethylenemalonate,C10H16O5,216.099774,216.233,CCOC=C(C(=O)OCC)C(=O)OCC,1,195,1,Inactive
DTXSID5051525,10416-59-8,"N,O-bis(Trimethylsilyl)acetamide",C8H21NOSi2,203.116167,203.432,CC(O[Si](C)(C)C)=N[Si](C)(C)C,1,209,0,Inactive
DTXSID5052672,10482-56-1,(L)-alpha-Terpineol,C10H18O,154.135765,154.253,CC1=CC[C@H](CC1)C(C)(C)O,1,194,1,Inactive
DTXSID5052593,873-32-5,2-Chlorobenzonitrile,C7H4ClN,137.003227,137.57,ClC1=CC=CC=C1C#N,0,196,0,Inactive
DTXSID5051529,104-72-3,n-Decylbenzene,C16H26,218.203451,218.384,CCCCCCCCCCC1=CC=CC=C1,3,196,2,Inactive
DTXSID5052838,140939-17-9,Alachlor sec-oxanilic acid sodium salt,C12H14NNaO3,243.087138,243.238,[Na+].CCC1=CC=CC(CC)=C1NC(=O)C([O-])=O,0,195,0,Inactive
DTXSID5052042,364-76-1,4-Fluoro-3-nitroaniline,C6H5FN2O2,156.033506,156.116,NC1=CC(=C(F)C=C1)[N+]([O-])=O,5,211,2,Inactive
DTXSID5052125,487-68-3,"2,4,6-Trimethylbenzaldehyde",C10H12O,148.088815,148.205,CC1=CC(C)=C(C=O)C(C)=C1,7,198,4,Inactive
DTXSID5052832,52663-68-0,"2,2',3,4',5,5',6-Heptachlorobiphenyl",C12H3Cl7,391.805444,395.31,ClC1=CC(Cl)=C(C=C1Cl)C1=C(Cl)C(Cl)=CC(Cl)=C1Cl,72,303,24,Inactive
DTXSID5052884,90325-47-6,"1,2,3-Hexanetriol",C6H14O3,134.094294,134.175,CCCC(O)C(O)CO,1,195,1,Inactive
DTXSID5057888,141396-28-3,Argatroban monohydrate,C23H38N6O6S,526.257354,526.65,O.C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCNC(N)=N)NS(=O)(=O)C1=CC=CC2=C1NC[C@H](C)C2,4,194,2,Inactive
DTXSID50880218,15290-77-4,"1H,1H,2H-Perfluorocyclopentane",C5H3F7,196.012297,196.068,FC1CC(F)(F)C(F)(F)C1(F)F,1,231,0,Inactive
DTXSID5059799,307-98-2,"1H,1H-Perfluorooctyl acrylate",C11H5F15O2,454.005002,454.135,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)C=C,11,232,5,Inactive
DTXSID5060986,678-95-5,"1H,1H,5H,5H-Perfluoro-1,5-pentanediol diacrylate",C11H10F6O4,320.048328,320.187,FC(F)(COC(=O)C=C)C(F)(F)C(F)(F)COC(=O)C=C,171,263,65,Active
DTXSID5059828,335-58-0,1-Iodopentadecafluoroheptane,C7F15I,495.88052,495.958,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,12,231,5,Inactive
DTXSID50892417,679-12-9,4H-Perfluorobutanoic acid,C4H2F6O2,195.995898,196.048,OC(=O)C(F)(F)C(F)(F)C(F)F,3,251,1,Inactive
DTXSID5067348,27905-45-9,2-(Perfluorooctyl)ethyl acrylate,C13H7F17O2,518.017458,518.17,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOC(=O)C=C,12,238,5,Inactive
DTXSID5073901,406-58-6,"1,1,1,3,3-Pentafluorobutane",C4H5F5,148.031141,148.076,CC(F)(F)CC(F)(F)F,0,100,0,Inactive
DTXSID5061954,1765-48-6,11-H-Perfluoroundecanoic acid,C11H2F20O2,545.973543,546.103,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,111,259,43,Inactive
DTXSID5063235,3934-23-4,(Perfluoroheptyl)methyl methacrylate,C12H7F15O2,468.020652,468.162,CC(=C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,8,232,3,Inactive
DTXSID60195123,423-54-1,Perfluorooctanamide,C8H2F15NO,412.989686,413.086,NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6,239,3,Inactive
DTXSID6020014,520-45-6,Dehydroacetic acid,C8H8O4,168.042259,168.148,CC(=O)C1C(=O)OC(C)=CC1=O,1,352,0,Inactive
DTXSID6020062,99-57-0,2-Amino-4-nitrophenol,C6H6N2O3,154.037842,154.125,NC1=C(O)C=CC(=C1)[N+]([O-])=O,54,436,12,Inactive
DTXSID6020064,119-34-6,4-Amino-2-nitrophenol,C6H6N2O3,154.037842,154.125,NC1=CC(=C(O)C=C1)[N+]([O-])=O,24,321,7,Inactive
DTXSID6020066,121-66-4,"2-Amino-5-nitro-1,3-thiazole",C3H3N3O2S,144.994598,145.14,NC1=NC=C(S1)[N+]([O-])=O,27,437,6,Inactive
DTXSID6020141,271-89-6,"2,3-Benzofuran",C8H6O,118.041865,118.135,O1C=CC2=C1C=CC=C2,3,595,1,Inactive
DTXSID6020068,117-79-3,2-Aminoanthraquinone,C14H9NO2,223.063329,223.231,NC1=CC=C2C(=O)C3=C(C=CC=C3)C(=O)C2=C1,109,640,17,Inactive
DTXSID6020222,592-31-4,N-Butylurea,C5H12N2O,116.094963,116.164,CCCCNC(N)=O,5,316,2,Inactive
DTXSID6020143,65-85-0,Benzoic acid,C7H6O2,122.036779,122.123,OC(=O)C1=CC=CC=C1,5,601,1,Inactive
DTXSID6020197,22260-51-1,Bromocriptine mesylate,C33H44BrN5O8S,749.209398,750.71,CS(O)(=O)=O.CC(C)C[C@@H]1N2C(=O)[C@](NC(=O)[C@H]3CN(C)[C@@H]4CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(O[C@@]2(O)[C@@H]2CCCN2C1=O)C(C)C,69,355,19,Active
DTXSID6020147,95-14-7,"1,2,3-Benzotriazole",C6H5N3,119.048347,119.127,N1N=NC2=C1C=CC=C2,7,597,1,Inactive
DTXSID6020220,1948-33-0,tert-Butylhydroquinone,C10H14O2,166.09938,166.22,CC(C)(C)C1=CC(O)=CC=C1O,189,717,26,Inactive
DTXSID6020193,33229-34-4,HC Blue 2,C12H19N3O5,285.132471,285.3,OCCNC1=C(C=C(C=C1)N(CCO)CCO)[N+]([O-])=O,44,324,14,Inactive
DTXSID6020145,106-51-4,"1,4-Benzoquinone",C6H4O2,108.021129,108.096,O=C1C=CC(=O)C=C1,111,437,25,Inactive
DTXSID6020224,96-48-0,gamma-Butyrolactone,C4H6O2,86.036779,86.09,O=C1CCCO1,20,579,3,Inactive
DTXSID6020307,107-30-2,Chloromethyl methyl ether,C2H5ClO,80.002893,80.51,COCCl,12,378,3,Inactive
DTXSID6020309,6959-48-4,3-(Chloromethyl)pyridine hydrochloride,C6H7Cl2N,162.995555,164.03,Cl.ClCC1=CC=CN=C1,17,318,5,Inactive
