DTXSID,CASRN,PREFERRED.NAME,MOLECULAR_FORMULA,MONOISOTOPIC.MASS,AVERAGE_MASS,SMILES,ToxCast.Active,ToxCast.Total,X..ToxCast.Active,HIT.CALL,C,H,N,O,S
DTXSID6020856,872-50-4,N-Methyl-2-pyrrolidone,C5H9NO,99.068414,99.133,CN1CCCC1=O,6,598,1,Inactive,5,9,1,1,0
DTXSID6020939,139-13-9,Nitrilotriacetic acid,C6H9NO6,191.042987,191.139,OC(=O)CN(CC(O)=O)CC(O)=O,12,616,2,Inactive,6,9,1,6,0
DTXSID6020981,79-46-9,2-Nitropropane,C3H7NO2,89.047678,89.094,CC(C)[N+]([O-])=O,0,320,0,Inactive,3,7,1,2,0
DTXSID6021030,86-30-6,N-Nitrosodiphenylamine,C12H10N2O,198.079313,198.225,O=NN(C1=CC=CC=C1)C1=CC=CC=C1,38,585,6,Inactive,12,10,2,1,0
DTXSID6021086,23135-22-0,Oxamyl,C7H13N3O3S,219.067762,219.26,CNC(=O)ON=C(SC)C(=O)N(C)C,26,677,4,Inactive,7,13,3,3,1
DTXSID6021117,60-80-0,Phenazone,C11H12N2O,188.094963,188.23,CN1N(C(=O)C=C1C)C1=CC=CC=C1,0,319,0,Inactive,11,12,2,1,0
DTXSID6021240,127-47-9,Retinol acetate,C22H32O2,328.24023,328.496,CC(=O)OC\C=C(/C)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C,61,372,16,Active,22,32,0,2,0
DTXSID6021292,127-69-5,Sulfisoxazole,C11H13N3O3S,267.067762,267.3,CC1=NOC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1C,1,359,0,Inactive,11,13,3,3,1
DTXSID6021244,13292-46-1,Rifampicin,C43H58N4O12,822.405123,822.953,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(O)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(\C=N\N1CCN(C)CC1)=C2O,95,635,15,Inactive,43,58,4,12,0
DTXSID6021294,77-79-2,"2,5-Dihydrothiophene 1,1-dioxide",C4H6O2S,118.008851,118.15,O=S1(=O)CC=CC1,0,319,0,Inactive,4,6,0,2,1
DTXSID6021296,27470-51-5,Suxibuzone,C24H26N2O6,438.179087,438.48,CCCCC1(COC(=O)CCC(O)=O)C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1,3,319,1,Inactive,24,26,2,6,0
DTXSID6021375,538-23-8,Tricaprylin,C27H50O6,470.360739,470.691,CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC,1,322,0,Inactive,27,50,0,6,0
DTXSID6021248,83-79-4,Rotenone,C23H22O6,394.141638,394.423,[H][C@@]12COC3=C(C=C(OC)C(OC)=C3)[C@]1([H])C(=O)C1=CC=C3O[C@H](CC3=C1O2)C(C)=C,318,768,41,Active,23,22,0,6,0
DTXSID6021290,57-68-1,Sulfamethazine,C12H14N4O2S,278.083747,278.33,CC1=CC(C)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1,2,340,1,Inactive,12,14,4,2,1
DTXSID6021032,621-64-7,N-Nitrosodi-n-propylamine,C6H14N2O,130.110613,130.191,CCCN(CCC)N=O,5,621,1,Inactive,6,14,2,1,0
DTXSID6021402,95-63-6,"1,2,4-Trimethylbenzene",C9H12,120.0939,120.195,CC1=CC(C)=C(C)C=C1,1,580,0,Inactive,9,12,0,0,0
DTXSID6021404,2489-77-2,"1,1,3-Trimethyl-2-thiourea",C4H10N2S,118.05647,118.2,CNC(=S)N(C)C,6,322,2,Inactive,4,10,2,0,1
DTXSID6021450,2832-40-8,C.I. Disperse Yellow 3,C15H15N3O2,269.116427,269.304,CC(=O)NC1=CC=C(C=C1)N=NC1=C(O)C=CC(C)=C1,75,323,23,Inactive,15,15,3,2,0
DTXSID6021793,90-15-3,1-Naphthol,C10H8O,144.057515,144.173,OC1=CC=CC2=CC=CC=C12,52,491,11,Inactive,10,8,0,1,0
DTXSID6021583,431-03-8,"2,3-Butanedione",C4H6O2,86.036779,86.09,CC(=O)C(C)=O,5,317,2,Inactive,4,6,0,2,0
DTXSID6021666,544-63-8,Tetradecanoic acid,C14H28O2,228.20893,228.376,CCCCCCCCCCCCCC(O)=O,19,361,5,Inactive,14,28,0,2,0
DTXSID6021795,90-47-1,Xanthone,C13H8O2,196.052429,196.205,O=C1C2=C(OC3=C1C=CC=C3)C=CC=C2,19,431,4,Inactive,13,8,0,2,0
DTXSID6021799,91-65-6,"N,N-Diethylcyclohexylamine",C10H21N,155.1674,155.285,CCN(CC)C1CCCCC1,0,318,0,Inactive,10,21,1,0,0
DTXSID6021822,96-80-0,"N,N-Diisopropylaminoethanol",C8H19NO,145.146664,145.246,CC(C)N(CCO)C(C)C,0,316,0,Inactive,8,19,1,1,0
DTXSID6021907,109-77-3,Propanedinitrile,C3H2N2,66.021798,66.063,N#CCC#N,32,359,9,Inactive,3,2,2,0,0
DTXSID6021828,98-86-2,Acetophenone,C8H8O,120.057515,120.151,CC(=O)C1=CC=CC=C1,3,583,1,Inactive,8,8,0,1,0
DTXSID6021872,106-49-0,4-Methylbenzenamine,C7H9N,107.073499,107.156,CC1=CC=C(N)C=C1,15,591,3,Inactive,7,9,1,0,0
DTXSID6021957,118-55-8,Phenyl salicylate,C13H10O3,214.062994,214.22,OC1=C(C=CC=C1)C(=O)OC1=CC=CC=C1,7,356,2,Inactive,13,10,0,3,0
DTXSID6022006,142-92-7,Hexyl acetate,C8H16O2,144.11503,144.214,CCCCCCOC(C)=O,13,326,4,Inactive,8,16,0,2,0
DTXSID6022187,2416-94-6,"2,3,6-Trimethylphenol",C9H12O,136.088815,136.194,CC1=CC=C(C)C(O)=C1C,15,599,3,Inactive,9,12,0,1,0
DTXSID6022000,141-43-5,Ethanolamine,C2H7NO,61.052764,61.084,NCCO,3,633,0,Inactive,2,7,1,1,0
DTXSID6022341,1610-18-0,Prometon,C10H19N5O,225.15896,225.296,COC1=NC(NC(C)C)=NC(NC(C)C)=N1,40,664,6,Inactive,10,19,5,1,0
DTXSID6022002,141-91-3,"2,6-Dimethyl morpholine",C6H13NO,115.099714,115.176,CC1CNCC(C)O1,1,197,1,Inactive,6,13,1,1,0
DTXSID6022137,928-96-1,(Z)-3-Hexen-1-ol,C6H12O,100.088815,100.161,CC\C=C/CCO,2,352,1,Inactive,6,12,0,1,0
DTXSID6022008,143-08-8,1-Nonanol,C9H20O,144.151415,144.258,CCCCCCCCCO,1,355,0,Inactive,9,20,0,1,0
DTXSID6022391,520-36-5,Apigenin,C15H10O5,270.052823,270.24,OC1=CC=C(C=C1)C1=CC(=O)C2=C(O1)C=C(O)C=C2O,155,411,38,Inactive,15,10,0,5,0
DTXSID6022058,544-40-1,Dibutyl sulfide,C8H18S,146.112922,146.29,CCCCSCCCC,3,321,1,Inactive,8,18,0,0,1
DTXSID6022422,101-77-9,"4,4'-Diaminobiphenyl methane",C13H14N2,198.115698,198.269,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,41,601,7,Inactive,13,14,2,0,0
DTXSID6022472,104-51-8,Butylbenzene,C10H14,134.10955,134.222,CCCCC1=CC=CC=C1,3,571,1,Inactive,10,14,0,0,0
DTXSID6022474,50-22-6,Corticosterone,C21H30O4,346.214409,346.467,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2C(=O)CO,91,651,14,Inactive,21,30,0,4,0
DTXSID6022557,73-24-5,Adenine,C5H5N5,135.054495,135.13,NC1=NC=NC2=C1N=CN2,4,325,1,Inactive,5,5,5,0,0
DTXSID6022927,69655-05-6,Didanosine,C10H12N4O3,236.09094,236.231,OC[C@@H]1CC[C@@H](O1)N1C=NC2=C1N=CNC2=O,11,647,2,Inactive,10,12,4,3,0
DTXSID6023367,100-55-0,Nicotinyl alcohol,C6H7NO,109.052764,109.128,OCC1=CC=CN=C1,0,319,0,Inactive,6,7,1,1,0
DTXSID6023652,154-42-7,6-Thioguanine,C5H5N5S,167.026566,167.19,NC1=NC2=C(NC=N2)C(=S)N1,166,630,26,Inactive,5,5,5,0,1
DTXSID6023602,110-15-6,Butanedioic acid,C4H6O4,118.026609,118.088,OC(=O)CCC(O)=O,0,355,0,Inactive,4,6,0,4,0
DTXSID6023999,66215-27-8,Cyromazine,C6H10N6,166.096694,166.188,NC1=NC(NC2CC2)=NC(N)=N1,6,649,1,Inactive,6,10,6,0,0
DTXSID6023523,2078-54-8,Propofol,C12H18O,178.135765,178.275,CC(C)C1=CC=CC(C(C)C)=C1O,18,352,5,Inactive,12,18,0,1,0
DTXSID6023600,57-24-9,Strychnine,C21H22N2O2,334.168128,334.419,[H][C@]12C[C@@]3([H])C4=CCO[C@@]5([H])CC(=O)N6C7=C(C=CC=C7)[C@@]1(CCN2C4)[C@]6([H])[C@@]35[H],1,169,1,Inactive,21,22,2,2,0
DTXSID6023862,1646-88-4,Aldicarb sulfone,C7H14N2O4S,222.067428,222.26,CNC(=O)ON=CC(C)(C)S(C)(=O)=O,1,353,0,Inactive,7,14,2,4,1
DTXSID6023864,74223-64-6,Metsulfuron-methyl,C14H15N5O6S,381.074304,381.36,COC(=O)C1=C(C=CC=C1)S(=O)(=O)NC(=O)NC1=NC(OC)=NC(C)=N1,12,505,2,Inactive,14,15,5,6,1
DTXSID6023733,99-66-1,Valproic acid,C8H16O2,144.11503,144.214,CCCC(CCC)C(O)=O,16,663,2,Inactive,8,16,0,2,0
DTXSID6024175,57837-19-1,Metalaxyl,C15H21NO4,279.147058,279.336,COCC(=O)N(C(C)C(=O)OC)C1=C(C)C=CC=C1C,27,678,4,Inactive,15,21,1,4,0
DTXSID6024204,21087-64-9,Metribuzin,C8H14N4OS,214.088832,214.29,CSC1=NN=C(C(=O)N1N)C(C)(C)C,18,669,3,Inactive,8,14,4,1,1
DTXSID6024206,2212-67-1,Molinate,C9H17NOS,187.103085,187.3,CCSC(=O)N1CCCCCC1,20,677,3,Inactive,9,17,1,1,1
DTXSID6024254,85-01-8,Phenanthrene,C14H10,178.07825,178.234,C1=CC2=C(C=C1)C1=C(C=CC=C1)C=C2,49,647,8,Inactive,14,10,0,0,0
DTXSID6024200,108-39-4,m-Cresol,C7H8O,108.057515,108.14,CC1=CC(O)=CC=C1,2,361,1,Inactive,7,8,0,1,0
DTXSID6024460,60-09-3,C.I. Solvent Yellow 1,C12H11N3,197.095297,197.241,NC1=CC=C(C=C1)N=NC1=CC=CC=C1,189,626,30,Inactive,12,11,3,0,0
DTXSID6024048,43222-48-6,Difenzoquat metilsulfate,C18H20N2O4S,360.114378,360.43,COS([O-])(=O)=O.CN1C(=CC(C2=CC=CC=C2)=[N+]1C)C1=CC=CC=C1,169,681,25,Inactive,18,20,2,4,1
DTXSID6024466,150-13-0,4-Aminobenzoic acid,C7H7NO2,137.047678,137.138,NC1=CC=C(C=C1)C(O)=O,7,561,1,Inactive,7,7,1,2,0
DTXSID6024628,110-21-4,Biurea,C2H6N4O2,118.049075,118.096,NC(=O)NNC(N)=O,0,323,0,Inactive,2,6,4,2,0
DTXSID6024670,1703-58-8,"1,2,3,4-Butanetetracarboxylic acid",C8H10O8,234.037567,234.16,OC(=O)CC(C(CC(O)=O)C(O)=O)C(O)=O,0,316,0,Inactive,8,10,0,8,0
DTXSID6024674,112-56-1,2-(2-Butoxyethoxy)ethyl thiocyanate,C9H17NO2S,203.098,203.3,CCCCOCCOCCSC#N,7,316,2,Inactive,9,17,1,2,1
DTXSID6024624,1675-54-3,Bisphenol A diglycidyl ether,C21H24O4,340.167459,340.419,CC(C)(C1=CC=C(OCC2CO2)C=C1)C1=CC=C(OCC2CO2)C=C1,104,372,28,Active,21,24,0,4,0
DTXSID6024834,14371-10-9,(2E)-3-Phenylprop-2-enal,C9H8O,132.057515,132.162,O=C\C=C\C1=CC=CC=C1,10,347,3,Inactive,9,8,0,1,0
DTXSID6024836,5392-40-5,"3,7-Dimethyl-2,6-octadienal",C10H16O,152.120115,152.237,CC(C)=CCCC(C)=CC=O,28,621,5,Inactive,10,16,0,1,0
DTXSID6024676,141-32-2,Butyl acrylate,C7H12O2,128.08373,128.171,CCCCOC(=O)C=C,5,358,1,Inactive,7,12,0,2,0
DTXSID6024838,6358-53-8,C.I. Solvent Red 80,C18H16N2O3,308.116092,308.337,COC1=CC=C(OC)C(=C1)N=NC1=C(O)C=CC2=C1C=CC=C2,107,322,33,Inactive,18,16,2,3,0
DTXSID6024911,25152-84-5,"(E,E)-2,4-Decadienal",C10H16O,152.120115,152.237,CCCCC\C=C\C=C\C=O,178,437,41,Inactive,10,16,0,1,0
DTXSID6024882,66-81-9,Cycloheximide,C15H23NO4,281.162708,281.352,[H][C@]1(C[C@@H](C)C[C@H](C)C1=O)[C@H](O)CC1CC(=O)NC(=O)C1,255,621,41,Active,15,23,1,4,0
DTXSID6024913,124-18-5,Decane,C10H22,142.172151,142.286,CCCCCCCCCC,12,690,2,Inactive,10,22,0,0,0
DTXSID6025068,84-75-3,Dihexyl phthalate,C20H30O4,334.214409,334.456,CCCCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCCCC,53,611,9,Inactive,20,30,0,4,0
DTXSID6024917,123-42-2,Diacetone alcohol,C6H12O2,116.08373,116.16,CC(=O)CC(C)(C)O,16,574,3,Inactive,6,12,0,2,0
DTXSID6025018,101-83-7,Dicyclohexylamine,C12H23N,181.18305,181.323,C1CCC(CC1)NC1CCCCC1,7,360,2,Inactive,12,23,1,0,0
DTXSID6025220,112-55-0,1-Dodecanethiol,C12H26S,202.175522,202.4,CCCCCCCCCCCCS,85,456,19,Inactive,12,26,0,0,1
DTXSID6025145,95-87-4,"2,5-Dimethylphenol",C8H10O,122.073165,122.167,CC1=CC(O)=C(C)C=C1,7,578,1,Inactive,8,10,0,1,0
DTXSID6025141,140-95-4,"1,3-Dimethylolurea",C3H8N2O3,120.053492,120.108,OCNC(=O)NCO,2,353,1,Inactive,3,8,2,3,0
DTXSID6025272,87-25-2,Ethyl anthranilate,C9H11NO2,165.078979,165.192,CCOC(=O)C1=C(N)C=CC=C1,11,358,3,Inactive,9,11,1,2,0
DTXSID6025143,526-75-0,"2,3-Dimethylphenol",C8H10O,122.073165,122.167,CC1=C(C)C(O)=CC=C1,15,460,3,Inactive,8,10,0,1,0
DTXSID6025301,2461-15-6,2-Ethylhexyl glycidyl ether,C11H22O2,186.16198,186.295,CCCCC(CC)COCC1CO1,1,434,0,Inactive,11,22,0,2,0
DTXSID6025438,127-07-1,Hydroxyurea,CH4N2O2,76.027277,76.055,NC(=O)NO,15,633,2,Inactive,1,4,2,2,0
DTXSID6025303,10213-75-9,3-((2-Ethylhexyl)oxy)propionitrile,C11H21NO,183.162314,183.295,CCCCC(CC)COCCC#N,17,429,4,Inactive,11,21,1,1,0
DTXSID6025305,5405-41-4,Ethyl 3-hydroxybutyrate,C6H12O3,132.078644,132.159,CCOC(=O)CC(C)O,0,198,0,Inactive,6,12,0,3,0
DTXSID6025648,832-69-9,1-Methyl phenanthrene,C15H12,192.0939,192.261,CC1=C2C=CC3=CC=CC=C3C2=CC=C1,20,316,6,Inactive,15,12,0,0,0
DTXSID6025690,81-14-1,Musk ketone,C14H18N2O5,294.121572,294.307,CC(=O)C1=C(C)C(=C(C(=C1C)[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O,26,431,6,Inactive,14,18,2,5,0
DTXSID6025692,123-35-3,Myrcene,C10H16,136.125201,136.238,CC(C)=CCCC(=C)C=C,12,583,2,Inactive,10,16,0,0,0
DTXSID6025567,134-20-3,Methyl 2-aminobenzoate,C8H9NO2,151.063329,151.165,COC(=O)C1=C(N)C=CC=C1,3,583,1,Inactive,8,9,1,2,0
DTXSID6025355,111-30-8,Glutaraldehyde,C5H8O2,100.052429,100.117,O=CCCCC=O,83,587,14,Inactive,5,8,0,2,0
DTXSID6025432,78-97-7,Lactonitrile,C3H5NO,71.037114,71.079,CC(O)C#N,5,200,3,Inactive,3,5,1,1,0
DTXSID6025436,134-31-6,8-Hydroxyquinoline sulfate,C18H16N2O6S,388.072907,388.39,OS(O)(=O)=O.OC1=C2N=CC=CC2=CC=C1.OC1=C2N=CC=CC2=CC=C1,91,356,26,Inactive,18,16,2,6,1
DTXSID6026080,100-21-0,Terephthalic acid,C8H6O4,166.026609,166.132,OC(=O)C1=CC=C(C=C1)C(O)=O,6,352,2,Inactive,8,6,0,4,0
DTXSID6026119,527-53-7,"1,2,3,5-Tetramethylbenzene",C10H14,134.10955,134.222,CC1=CC(C)=C(C)C(C)=C1,0,320,0,Inactive,10,14,0,0,0
DTXSID6026797,108-67-8,"1,3,5-Trimethylbenzene",C9H12,120.0939,120.195,CC1=CC(C)=CC(C)=C1,1,581,0,Inactive,9,12,0,0,0
DTXSID6026298,108-38-3,m-Xylene,C8H10,106.07825,106.168,CC1=CC(C)=CC=C1,4,348,1,Inactive,8,10,0,0,0
DTXSID6026955,118-48-9,"2H-3,1-Benzoxazine-2,4(1H)-dione",C8H5NO3,163.026943,163.132,O=C1NC2=C(C=CC=C2)C(=O)O1,2,320,1,Inactive,8,5,1,3,0
DTXSID6027052,128-39-2,"2,6-Di-tert-butylphenol",C14H22O,206.167065,206.329,CC(C)(C)C1=CC=CC(=C1O)C(C)(C)C,77,580,13,Active,14,22,0,1,0
DTXSID6027131,288-88-0,"1H-1,2,4-Triazole",C2H3N3,69.032697,69.067,N1C=NC=N1,32,581,6,Inactive,2,3,3,0,0
DTXSID6027268,629-62-9,Pentadecane,C15H32,212.250401,212.421,CCCCCCCCCCCCCCC,10,570,2,Inactive,15,32,0,0,0
DTXSID6027218,579-66-8,"2,6-Diethylaniline",C10H15N,149.120449,149.237,CCC1=CC=CC(CC)=C1N,10,581,2,Inactive,10,15,1,0,0
DTXSID6027181,538-93-2,Isobutylbenzene,C10H14,134.10955,134.222,CC(C)CC1=CC=CC=C1,0,325,0,Inactive,10,14,0,0,0
DTXSID6027266,629-50-5,Tridecane,C13H28,184.219101,184.367,CCCCCCCCCCCCC,0,323,0,Inactive,13,28,0,0,0
DTXSID6027341,929-06-6,2-(2-Aminoethoxy)ethanol,C4H11NO2,105.078979,105.137,NCCOCCO,11,318,3,Inactive,4,11,1,2,0
DTXSID6027503,2855-13-2,Isophorone diamine,C10H22N2,170.178299,170.3,CC1(C)CC(N)CC(C)(CN)C1,5,318,2,Inactive,10,22,2,0,0
DTXSID6027397,1338-43-8,"Sorbitan, mono-(9Z)-9-octadecenoate",C24H44O6,428.313789,428.61,CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@@H](O)[C@H]1OC[C@H](O)[C@H]1O,10,654,2,Inactive,24,44,0,6,0
DTXSID6029202,840-65-3,"Dimethyl 2,6-naphthalenedicarboxylate",C14H12O4,244.073559,244.246,COC(=O)C1=CC2=C(C=C1)C=C(C=C2)C(=O)OC,11,317,3,Inactive,14,12,0,4,0
DTXSID6027921,27138-31-4,"Dipropylene glycol, dibenzoate",C20H22O5,342.146724,342.391,"C*.C*.O=C(OCCOCCOC(=O)C1=CC=CC=C1)C1=CC=CC=C1 |c:15,17,22,24,t:13,20,lp:4:2,6:2,9:2,12:2,14:2,m:1:10.11,3:7.8|",27,597,5,Inactive,20,22,0,5,0
DTXSID6029171,142-29-0,Cyclopentene,C5H8,68.0626,68.119,C1CC=CC1,8,209,4,Inactive,5,8,0,0,0
DTXSID6029331,25564-22-1,2-Pentyl-2-cyclopenten-1-one,C10H16O,152.120115,152.237,CCCCCC1=CCCC1=O,16,430,4,Inactive,10,16,0,1,0
DTXSID6031380,496-46-8,Glycoluril,C4H6N4O2,142.049075,142.118,O=C1NC2NC(=O)NC2N1,6,350,2,Inactive,4,6,4,2,0
DTXSID6032356,1134-23-2,Cycloate,C11H21NOS,215.134385,215.36,CCSC(=O)N(CC)C1CCCCC1,22,674,3,Inactive,11,21,1,1,1
DTXSID6032358,57966-95-7,Cymoxanil,C7H10N4O3,198.07529,198.182,CCNC(=O)NC(=O)C(=NOC)C#N,40,732,5,Inactive,7,10,4,3,0
DTXSID6032514,643-79-8,"1,2-Benzenedicarboxaldehyde",C8H6O2,134.036779,134.134,O=CC1=CC=CC=C1C=O,128,612,21,Inactive,8,6,0,2,0
DTXSID6032516,3547-33-9,2-Hydroxyethyl octyl sulfide,C10H22OS,190.139137,190.35,CCCCCCCCSCCO,15,351,4,Inactive,10,22,0,1,1
DTXSID6032562,113-48-4,Octylbicycloheptenedicarboximide,C17H25NO2,275.188529,275.392,CCCCC(CC)CN1C(=O)C2C3CC(C=C3)C2C1=O,175,772,23,Inactive,17,25,1,2,0
DTXSID6032647,21564-17-0,2-(Thiocyanomethylthio)benzothiazole,C9H6N2S3,237.969312,238.34,N#CSCSC1=NC2=CC=CC=C2S1,352,746,47,Active,9,6,2,0,3
DTXSID6033241,2550-26-7,Benzylacetone,C10H12O,148.088815,148.205,CC(=O)CCC1=CC=CC=C1,0,323,0,Inactive,10,12,0,1,0
DTXSID6034186,52-01-7,Spironolactone,C24H32O4S,416.202131,416.58,[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@H](CC2=CC(=O)CC[C@]12C)SC(C)=O,213,680,31,Active,24,32,0,4,1
DTXSID6034005,5329-14-6,Sulfamic acid,H3NO3S,96.983364,97.09,NS(O)(=O)=O,2,347,1,Inactive,0,3,1,3,1
DTXSID6032649,7696-12-0,Tetramethrin,C19H25NO4,331.178358,331.412,CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,133,706,19,Inactive,19,25,1,4,0
DTXSID6034712,208465-21-8,Mesosulfuron-methyl,C17H21N5O9S2,503.07807,503.5,COC(=O)C1=C(C=C(CNS(C)(=O)=O)C=C1)S(=O)(=O)NC(=O)NC1=NC(OC)=CC(OC)=N1,2,260,1,Inactive,17,21,5,9,2
DTXSID6034762,330-95-0,"1,3-Bis(4-nitrophenyl)urea 4,6-dimethylpyrimidin-2-ol (1:1)",C19H18N6O6,426.128782,426.389,CC1=CC(C)=NC(=O)N1.[O-][N+](=O)C1=CC=C(NC(=O)NC2=CC=C(C=C2)[N+]([O-])=O)C=C1,16,192,8,Inactive,19,18,6,6,0
DTXSID6034764,111991-09-4,Nicosulfuron,C15H18N6O6S,410.100853,410.41,COC1=CC(OC)=NC(NC(=O)NS(=O)(=O)C2=NC=CC=C2C(=O)N(C)C)=N1,3,454,1,Inactive,15,18,6,6,1
DTXSID6034972,89-83-8,Thymol,C10H14O,150.104465,150.221,CC(C)C1=CC=C(C)C=C1O,22,608,4,Inactive,10,14,0,1,0
DTXSID6035152,116-25-6,"1-(Hydroxymethyl)-5,5-dimethylhydantoin",C6H10N2O3,158.069142,158.157,CC1(C)N(CO)C(=O)NC1=O,12,582,2,Inactive,6,10,2,3,0
DTXSID6035784,65733-18-8,(7S)-Hydroprene,C17H30O2,266.22458,266.425,CCOC(=O)\C=C(/C)\C=C\C[C@@H](C)CCCC(C)C,161,434,37,Inactive,17,30,0,2,0
DTXSID6035156,122-70-3,2-Phenylethyl propionate,C11H14O2,178.09938,178.231,CCC(=O)OCCC1=CC=CC=C1,12,318,4,Inactive,11,14,0,2,0
DTXSID6035285,31654-77-0,"9,12-Tetradecadien-1-ol, 1-acetate, (9E,12Z)-",C16H28O2,252.20893,252.398,C\C=C/C\C=C\CCCCCCCCOC(C)=O,117,439,27,Active,16,28,0,2,0
DTXSID6038798,2050-46-6,"1,2-Diethoxybenzene",C10H14O2,166.09938,166.22,CCOC1=CC=CC=C1OCC,0,316,0,Inactive,10,14,0,2,0
DTXSID6037483,187022-11-3,Acetochlor ESA,C14H21NO5S,315.114044,315.38,CCOCN(C(=O)CS(O)(=O)=O)C1=C(CC)C=CC=C1C,1,199,1,Inactive,14,21,1,5,1
DTXSID6037568,152019-73-3,Metolachlor OA,C15H21NO4,279.147058,279.336,CCC1=CC=CC(C)=C1N(C(C)COC)C(=O)C(O)=O,0,197,0,Inactive,15,21,1,4,0
DTXSID6037728,1143-72-2,"2,3,4-Trihydroxbenzophenone",C13H10O4,230.057909,230.219,OC1=CC=C(C(=O)C2=CC=CC=C2)C(O)=C1O,43,322,13,Inactive,13,10,0,4,0
DTXSID6040375,584-03-2,"1,2-Butanediol",C4H10O2,90.06808,90.122,CCC(O)CO,2,194,1,Inactive,4,10,0,2,0
DTXSID6040111,105-54-4,Ethyl butyrate,C6H12O2,116.08373,116.16,CCCC(=O)OCC,9,574,2,Inactive,6,12,0,2,0
DTXSID6038877,135-62-6,3-Hydroxy-2-naphthoic o-anisidide,C18H15NO3,293.105193,293.322,COC1=CC=CC=C1NC(=O)C1=CC2=C(C=CC=C2)C=C1O,117,334,35,Active,18,15,1,3,0
DTXSID6040115,1072-71-5,"2,5-Dimercapto-1,3,4-thiadiazole",C2H2N2S3,149.938012,150.23,SC1=NN=C(S)S1,4,322,1,Inactive,2,2,2,0,3
DTXSID6040117,109-94-4,Ethyl formate,C3H6O2,74.036779,74.079,CCOC=O,3,82,4,Inactive,3,6,0,2,0
DTXSID6041210,99-85-4,gamma-Terpinene,C10H16,136.125201,136.238,CC(C)C1=CCC(C)=CC1,2,344,1,Inactive,10,16,0,0,0
DTXSID6040745,79558-09-1,4-[3-(4-Acetyl-3-hydroxy-2-propylphenoxy)propoxy]phenoxy-acetic acid,C22H26O7,402.167853,402.443,CCCC1=C(OCCCOC2=CC=C(OCC(O)=O)C=C2)C=CC(C(C)=O)=C1O,64,334,19,Inactive,22,26,0,7,0
DTXSID6040747,68-96-2,17alpha-Hydroxyprogesterone,C21H30O3,330.219495,330.468,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,87,641,14,Inactive,21,30,0,3,0
DTXSID6040664,483-63-6,Crotamiton,C13H17NO,203.131014,203.285,CCN(C(=O)C=CC)C1=CC=CC=C1C,7,316,2,Inactive,13,17,1,1,0
DTXSID6041424,13254-34-7,"2,6-Dimethyl-2-heptanol",C9H20O,144.151415,144.258,CC(C)CCCC(C)(C)O,0,464,0,Inactive,9,20,0,1,0
DTXSID6041426,110-87-2,"3,4-Dihydro-2H-pyran",C5H8O,84.057515,84.118,C1COC=CC1,0,344,0,Inactive,5,8,0,1,0
DTXSID6041472,107-54-0,"3,5-Dimethyl-1-hexyn-3-ol",C8H14O,126.104465,126.199,CC(C)CC(C)(O)C#C,0,348,0,Inactive,8,14,0,1,0
DTXSID6041420,88-14-2,2-Furancarboxylic acid,C5H4O3,112.016044,112.084,OC(=O)C1=CC=CO1,1,318,0,Inactive,5,4,0,3,0
DTXSID6041422,87-01-4,7-(Dimethylamino)-4-methylcoumarin,C12H13NO2,203.094629,203.241,CN(C)C1=CC2=C(C=C1)C(C)=CC(=O)O2,93,399,23,Inactive,12,13,1,2,0
DTXSID6041397,23696-85-7,Damascenone,C13H18O,190.135765,190.286,CC=CC(=O)C1=C(C)C=CCC1(C)C,3,314,1,Inactive,13,18,0,1,0
DTXSID6041551,1879-09-0,"6-tert-Butyl-2,4-xylenol",C12H18O,178.135765,178.275,CC1=CC(C)=C(O)C(=C1)C(C)(C)C,105,303,35,Inactive,12,18,0,1,0
DTXSID6041636,93-92-5,(+/-)-alpha-Methylbenzyl acetate,C10H12O2,164.08373,164.204,CC(OC(C)=O)C1=CC=CC=C1,2,351,1,Inactive,10,12,0,2,0
DTXSID6041638,122-97-4,3-Phenyl-1-propanol,C9H12O,136.088815,136.194,OCCCC1=CC=CC=C1,0,319,0,Inactive,9,12,0,1,0
